Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,left_hip_pitch_joint_dof,left_hip_roll_joint_dof,left_hip_yaw_joint_dof,left_knee_joint_dof,left_ankle_pitch_joint_dof,left_ankle_roll_joint_dof,right_hip_pitch_joint_dof,right_hip_roll_joint_dof,right_hip_yaw_joint_dof,right_knee_joint_dof,right_ankle_pitch_joint_dof,right_ankle_roll_joint_dof,waist_yaw_joint_dof,waist_roll_joint_dof,waist_pitch_joint_dof,left_shoulder_pitch_joint_dof,left_shoulder_roll_joint_dof,left_shoulder_yaw_joint_dof,left_elbow_joint_dof,left_wrist_roll_joint_dof,left_wrist_pitch_joint_dof,left_wrist_yaw_joint_dof,right_shoulder_pitch_joint_dof,right_shoulder_roll_joint_dof,right_shoulder_yaw_joint_dof,right_elbow_joint_dof,right_wrist_roll_joint_dof,right_wrist_pitch_joint_dof,right_wrist_yaw_joint_dof
445,-21.813068389892578,2.9636354446411133,74.86359405517578,-0.1666200049651853,6.665853371904161,-94.73751378536569,-5.81758,25.40644,15.873918,6.228084,0.8554825,-15.000033,-5.648488,-21.855759,-5.941583,6.655034,-4.3187056,15.000033,-0.6299319,-1.4634082,1.0776072,2.8009548,64.896866,24.946997,65.87469,-9.773959,-10.336348,-3.0301692,-21.410213,-86.648735,0.12799633,67.18547,-8.8860235,-13.0131035,1.8482655
446,-21.793668746948242,2.9001717567443848,74.85767364501953,-0.13938136704556378,6.623904374523787,-94.8490424463925,-5.627338,25.376,16.039677,6.2152777,0.7748672,-15.000033,-5.612894,-21.890902,-5.817172,6.65097,-4.3355355,15.000033,-1.0044054,-1.6479245,0.80895334,2.4911005,65.1621,24.662476,65.67427,-9.752869,-10.384907,-3.0923586,-21.195332,-87.153984,-0.2654917,67.2931,-8.850759,-12.987501,1.786432
447,-21.770029067993164,2.8445818424224854,74.85045623779297,-0.1095500705934557,6.588649912118096,-94.96345373717641,-5.45531,25.343065,16.204792,6.220604,0.68551224,-15.000033,-5.602818,-21.930992,-5.6809573,6.6705146,-4.3596253,15.000033,-1.3620133,-1.8310074,0.54008496,2.2114825,65.44007,24.423042,65.517784,-9.692988,-10.418164,-3.1303267,-20.968279,-87.62079,-0.6604311,67.43048,-8.8258295,-12.954034,1.6972018
448,-21.748397827148438,2.79219388961792,74.8448257446289,-0.07507782923457995,6.563427075785965,-95.09468167098552,-5.280498,25.30334,16.388878,6.215775,0.5983555,-15.000033,-5.610981,-21.973387,-5.52691,6.6775894,-4.369615,15.000033,-1.6960388,-2.0145626,0.26583803,1.9710433,65.72972,24.23533,65.411995,-9.620219,-10.433011,-3.1428797,-20.74728,-88.045,-1.0521055,67.59168,-8.861479,-12.9116,1.6047422
449,-21.72231101989746,2.737339496612549,74.84148406982422,-0.03667615163649039,6.547894046516381,-95.24181093250547,-5.10792,25.258808,16.588142,6.209971,0.50797296,-15.000033,-5.6421623,-22.01786,-5.353556,6.6847377,-4.3742585,15.000033,-2.0100431,-2.198012,-0.012276129,1.7790878,66.031876,24.103477,65.35983,-9.526616,-10.423856,-3.125297,-20.542126,-88.42628,-1.4358189,67.77925,-8.991747,-12.859941,1.5016093
450,-21.695236206054688,2.689734697341919,74.83832550048828,0.004835966618691962,6.540747237740536,-95.39901564697374,-4.941123,25.209808,16.796785,6.2039742,0.41628858,-15.000033,-5.692946,-22.065641,-5.1662455,6.6935678,-4.3738976,15.000033,-2.30632,-2.3798003,-0.2915448,1.6337783,66.34654,24.027512,65.355705,-9.404217,-10.393693,-3.0804086,-20.34822,-88.767944,-1.809285,67.99516,-9.181541,-12.799315,1.3805941
451,-21.6695613861084,2.6511459350585938,74.83447265625,0.05099420045867858,6.543946964797986,-95.57235560434673,-4.7767954,25.15466,17.023006,6.1961746,0.32348496,-15.000033,-5.7681017,-22.117682,-4.958139,6.700631,-4.364299,15.000033,-2.5768669,-2.5612068,-0.57554054,1.5249566,66.67039,24.010117,65.39395,-9.275026,-10.352418,-3.0178726,-20.162682,-89.07408,-2.1706738,68.23142,-9.377796,-12.729309,1.2661101
452,-21.63437843322754,2.6004462242126465,74.82935333251953,0.10266740545931048,6.5597236422893275,-95.76816800858079,-4.6150875,25.093517,17.273373,6.1889706,0.22946449,-15.000033,-5.875751,-22.173386,-4.721532,6.7095137,-4.3451896,15.000033,-2.8135684,-2.7414901,-0.86736536,1.4450082,66.9973,24.055513,65.4665,-9.161255,-10.309991,-2.9468725,-19.98307,-89.34821,-2.5185695,68.480576,-9.528303,-12.6498,1.1828271
453,-21.597190856933594,2.5628201961517334,74.82791900634766,0.16169101918785095,6.595560086580014,-95.9927948281247,-4.458775,25.02372,17.554356,6.179462,0.13481078,-15.000033,-6.0284314,-22.235601,-4.44723,6.7177777,-4.309674,15.000033,-3.0097106,-2.9198935,-1.1756243,1.3964225,67.32208,24.175913,65.57454,-9.065816,-10.271277,-2.8670783,-19.81338,-89.59435,-2.851944,68.73543,-9.625134,-12.557695,1.1479899
454,-21.558286666870117,2.5251305103302,74.82694244384766,0.22659416365746787,6.648087851718065,-96.24131916328827,-4.3090677,24.94694,17.859898,6.1718855,0.037299797,-15.000033,-6.2195754,-22.302732,-4.1412373,6.728275,-4.2628055,15.000033,-3.1707501,-3.093523,-1.4939215,1.391509,67.64197,24.373997,65.714294,-8.977289,-10.230168,-2.773582,-19.656973,-89.81532,-3.1698787,69.00145,-9.692626,-12.454631,1.1473944
455,-21.518287658691406,2.4857611656188965,74.82646179199219,0.29445940089658873,6.70293010298342,-96.50272430948202,-4.154553,24.866556,18.181826,6.1617894,-0.059598066,-15.000033,-6.423862,-22.37036,-3.8198645,6.737649,-4.2113256,15.000033,-3.3067818,-3.2602904,-1.8035895,1.434341,67.956154,24.638697,65.87241,-8.895132,-10.180325,-2.6677709,-19.509022,-90.01337,-3.4710863,69.28879,-9.726019,-12.348393,1.1574053
456,-21.474536895751953,2.4505176544189453,74.82377624511719,0.36143162879633467,6.745674933024653,-96.76601886258761,-3.9853137,24.785843,18.510979,6.1474366,-0.1539521,-15.000033,-6.6140575,-22.435703,-3.4995797,6.742156,-4.1631665,15.000033,-3.4260745,-3.4166906,-2.086465,1.521018,68.26492,24.950243,66.03992,-8.819772,-10.115519,-2.551225,-19.36206,-90.188896,-3.7557864,69.60988,-9.71987,-12.246969,1.1549551
457,-21.43611717224121,2.4172327518463135,74.82048034667969,0.4275093707634703,6.773453391851844,-97.034954244124,-3.8022454,24.707928,18.852255,6.1421056,-0.25287434,-15.000033,-6.797519,-22.49697,-3.1737528,6.758396,-4.129427,15.000033,-3.522099,-3.561987,-2.342257,1.6434289,68.57013,25.307028,66.224,-8.768116,-10.035386,-2.422716,-19.219116,-90.34269,-4.024152,69.97165,-9.645938,-12.154997,1.135498
458,-21.399065017700195,2.3825888633728027,74.81764221191406,0.49398206994249266,6.793567723963994,-97.31319415389864,-3.603269,24.628227,19.210394,6.129608,-0.34816012,-15.000033,-6.975943,-22.554745,-2.840451,6.768869,-4.0962114,15.000033,-3.5907784,-3.696976,-2.5795631,1.798918,68.87185,25.710428,66.43096,-8.735304,-9.943049,-2.2819629,-19.080976,-90.47623,-4.2763677,70.36682,-9.514541,-12.067305,1.1121981
459,-21.360841751098633,2.3551368713378906,74.81459045410156,0.560387220549929,6.806942244090897,-97.589360632794,-3.402383,24.54731,19.564037,6.119545,-0.4441437,-15.000033,-7.1495156,-22.612654,-2.5092587,6.7813234,-4.064854,15.000033,-3.6436057,-3.8232126,-2.7938688,1.9866159,69.168846,26.142883,66.65218,-8.688038,-9.837731,-2.131348,-18.937706,-90.593414,-4.513602,70.7886,-9.381227,-11.979532,1.086488
460,-21.318965911865234,2.332881450653076,74.8068618774414,0.6259766192078374,6.814479769198865,-97.85229443568933,-3.2069166,24.464266,19.89456,6.1087017,-0.53840905,-15.000033,-7.3109016,-22.67211,-2.1930604,6.7912307,-4.030965,15.000033,-3.6908813,-3.9407966,-2.9815445,2.198777,69.45952,26.579052,66.88224,-8.592985,-9.718695,-1.9723432,-18.774942,-90.69836,-4.7397757,71.22652,-9.300927,-11.883724,1.0608586
461,-21.272031784057617,2.313478946685791,74.80204010009766,0.6884027422163584,6.817427960056117,-98.10172856447024,-3.0197055,24.381989,20.197884,6.099969,-0.63412684,-15.000033,-7.463068,-22.731352,-1.8918024,6.8021502,-3.994734,15.000033,-3.7287707,-4.0469975,-3.1421382,2.4251192,69.74585,27.007582,67.129,-8.429483,-9.578141,-1.7955164,-18.574762,-90.796,-4.9587517,71.68848,-9.288257,-11.776368,1.0309236
462,-21.227245330810547,2.299502372741699,74.79571533203125,0.7486468790880311,6.814872165409045,-98.34267444294319,-2.836028,24.300173,20.483849,6.0919085,-0.7298271,-15.000033,-7.6067863,-22.790426,-1.600356,6.8123603,-3.9567902,15.000033,-3.7501616,-4.1416874,-3.2781591,2.6575317,70.02901,27.427937,67.398766,-8.220505,-9.41896,-1.6028376,-18.340475,-90.886,-5.174854,72.17652,-9.312842,-11.661726,0.9987788
463,-21.18143653869629,2.2886414527893066,74.78619384765625,0.8104010723842869,6.804721192525896,-98.57214470544477,-2.6544306,24.213497,20.753479,6.0832253,-0.82280093,-15.000033,-7.738515,-22.852962,-1.3213161,6.8214517,-3.919017,15.000033,-3.7605262,-4.2292066,-3.390872,2.892112,70.30598,27.833677,67.68315,-7.996363,-9.256431,-1.4125717,-18.08996,-90.964165,-5.3930206,72.67355,-9.363705,-11.545223,0.975339
464,-21.14004135131836,2.279768466949463,74.77644348144531,0.8771948436409029,6.784709697076717,-98.7867623751246,-2.4759533,24.11839,21.006975,6.0760617,-0.9110088,-15.000033,-7.8569684,-22.92488,-1.0560467,6.8325086,-3.8845925,15.000033,-3.764299,-4.3105736,-3.4826677,3.1278005,70.56464,28.216064,67.9685,-7.7871923,-9.106551,-1.2374358,-17.848661,-91.02584,-5.609122,73.164795,-9.4310055,-11.432015,0.9696265
465,-21.093767166137695,2.274592161178589,74.76879119873047,0.9522882869334919,6.751173750228851,-98.98545936256431,-2.295756,24.009762,21.243313,6.0673385,-0.99176335,-15.000033,-7.957556,-23.010687,-0.80666536,6.8429995,-3.8535686,15.000033,-3.762727,-4.385754,-3.5505764,3.3720965,70.79128,28.575583,68.24824,-7.588409,-8.972627,-1.0696737,-17.639141,-91.0716,-5.806628,73.65739,-9.534336,-11.315813,0.9826216
466,-21.048974990844727,2.273258686065674,74.76161193847656,1.0330402659397042,6.706396655700152,-99.170189528274,-2.1128054,23.890486,21.463808,6.0526204,-1.0643579,-15.000033,-8.039055,-23.105776,-0.5733904,6.8465323,-3.8216076,15.000033,-3.7597966,-4.4596505,-3.5875802,3.6425178,71.015434,28.946358,68.530846,-7.392157,-8.844646,-0.9233981,-17.429987,-91.10321,-6.0132356,74.14892,-9.66834,-11.19784,1.017729
467,-21.000036239624023,2.280897617340088,74.75048065185547,1.1148228488760465,6.657222801200503,-99.34203686695204,-1.9436284,23.770658,21.667498,6.0507402,-1.1400255,-15.000033,-8.119696,-23.203886,-0.34855425,6.864486,-3.797064,15.000033,-3.7382247,-4.510958,-3.619977,3.8881621,71.18173,29.25448,68.803505,-7.2030153,-8.726887,-0.7607557,-17.257181,-91.12513,-6.167675,74.64206,-9.801846,-11.088636,1.0548882
468,-20.951459884643555,2.2889907360076904,74.74156951904297,1.193266150752042,6.610133127649972,-99.50230555476772,-1.781682,23.65218,21.863241,6.037546,-1.2081382,-15.000033,-8.189914,-23.298315,-0.13604748,6.868355,-3.7622113,15.000033,-3.7212124,-4.5580716,-3.6304438,4.172633,71.37072,29.61542,69.068245,-7.0461864,-8.612786,-0.6565978,-17.05469,-91.137695,-6.358802,75.09602,-9.881848,-11.007884,1.1200081
469,-20.907108306884766,2.301368474960327,74.7334213256836,1.266020411068224,6.567008243551471,-99.6473106419814,-1.6450592,23.54232,22.044373,6.037333,-1.2827615,-15.000033,-8.266337,-23.38606,0.06745697,6.887124,-3.7316706,15.000033,-3.6871207,-4.579368,-3.6444623,4.4162607,71.52183,29.912685,69.32677,-6.927758,-8.508546,-0.56375384,-16.857948,-91.140366,-6.5285435,75.53089,-9.898162,-10.95593,1.1989325
470,-20.860702514648438,2.309988260269165,74.7266616821289,1.3353580815318749,6.524671413992713,-99.77806026515147,-1.5196737,23.434292,22.214334,6.031259,-1.3530296,-15.000033,-8.333242,-23.4724,0.25676405,6.896454,-3.6940572,15.000033,-3.636089,-4.5775537,-3.6535444,4.621669,71.64076,30.154259,69.58383,-6.8351345,-8.413394,-0.4783666,-16.686056,-91.13803,-6.6664534,75.95988,-9.875582,-10.9267845,1.2930185
471,-20.80803871154785,2.3270068168640137,74.72187042236328,1.405799278835647,6.480356358584831,-99.90120981721168,-1.399064,23.324894,22.375122,6.0248876,-1.4187359,-15.000033,-8.395231,-23.559557,0.44014445,6.9048963,-3.6537259,15.000033,-3.579904,-4.5683274,-3.6495483,4.8466587,71.75131,30.402,69.83277,-6.7539625,-8.325255,-0.41924325,-16.490473,-91.12917,-6.811799,76.35589,-9.832897,-10.915995,1.3943754
472,-20.75749397277832,2.344609498977661,74.71666717529297,1.4779964794658884,6.4339356858147685,-100.02488230391411,-1.2738318,23.21235,22.531734,6.0127625,-1.4737091,-15.000033,-8.45266,-23.647556,0.6233706,6.9066086,-3.607074,15.000033,-3.4992204,-4.54802,-3.6408696,5.02767,71.82915,30.585855,70.084335,-6.6469088,-8.245354,-0.32979608,-16.3117,-91.11743,-6.91396,76.737495,-9.813803,-10.914548,1.4666438
473,-20.714004516601562,2.3625943660736084,74.7112045288086,1.5548036663514933,6.386083094881091,-100.1500979064228,-1.1488484,23.094744,22.680359,6.0048213,-1.520506,-15.000033,-8.515007,-23.74014,0.8116072,6.9145675,-3.5583923,15.000033,-3.3983471,-4.522373,-3.6241102,5.178817,71.88566,30.72707,70.34545,-6.50831,-8.176662,-0.2207989,-16.139374,-91.10402,-6.982947,77.104324,-9.819046,-10.933898,1.5060687
474,-20.672178268432617,2.3811731338500977,74.70913696289062,1.6348879471620201,6.3372260972959396,-100.27251492630869,-1.0310076,22.974945,22.818186,6.007282,-1.5648001,-15.000033,-8.583804,-23.83733,1.002152,6.934551,-3.511729,15.000033,-3.2770193,-4.4845114,-3.5974844,5.283152,71.91403,30.80825,70.62016,-6.354711,-8.119623,-0.098565176,-15.99324,-91.09401,-7.0134797,77.46335,-9.841104,-10.972796,1.5284806
475,-20.625873565673828,2.407886028289795,74.70914459228516,1.7128428572742973,6.289600538085261,-100.38416901723045,-0.9203133,22.856977,22.943869,6.005578,-1.6012205,-15.000033,-8.641404,-23.931837,1.1781498,6.9407654,-3.4589138,15.000033,-3.159171,-4.4140825,-3.5565133,5.362831,71.93018,30.855593,70.9016,-6.2180114,-8.057064,0.006778374,-15.871516,-91.08631,-7.0247087,77.77199,-9.885047,-10.995988,1.5417769
476,-20.580230712890625,2.42512845993042,74.70549011230469,1.7869665488908117,6.231438602639485,-100.50223160562389,-0.7917133,22.746256,23.08096,6.001595,-1.6404942,-15.000033,-8.689978,-24.01904,1.3593394,6.950069,-3.4130437,15.000033,-3.0180316,-4.3581824,-3.4971728,5.45855,71.94631,30.907291,71.159744,-6.068356,-7.9968233,0.10995609,-15.72222,-91.07635,-7.033306,78.0584,-9.920498,-11.017681,1.5782303
477,-20.543088912963867,2.4411683082580566,74.70401000976562,1.8563771989636362,6.163739469246773,-100.61974219943625,-0.64718235,22.64226,23.225826,5.9876065,-1.6792202,-15.000033,-8.71774,-24.097088,1.5358888,6.9468226,-3.3687782,15.000033,-2.869265,-4.295339,-3.4152858,5.5739326,71.96285,30.96057,71.395966,-5.916845,-7.92316,0.1979632,-15.557068,-91.06314,-7.0405173,78.29485,-9.95346,-11.010594,1.6288123
478,-20.504358291625977,2.4602510929107666,74.7054443359375,1.9228982036376063,6.088841889986692,-100.73606202050671,-0.5056681,22.54815,23.36857,5.9956903,-1.7311338,-15.000033,-8.74774,-24.170374,1.7169085,6.9679856,-3.3437285,15.000033,-2.7141774,-4.2260647,-3.3133113,5.706173,71.97964,31.013828,71.61744,-5.7648783,-7.8411927,0.2713122,-15.379388,-91.04567,-7.0464964,78.4834,-9.988772,-10.981779,1.6894972
479,-20.469165802001953,2.4830594062805176,74.70051574707031,1.9852929219520552,6.011103503584913,-100.85102798212307,-0.3566563,22.458435,23.511654,5.9923034,-1.7744792,-15.000033,-8.765892,-24.237703,1.8893944,6.9767785,-3.3136208,15.000033,-2.553571,-4.1521745,-3.2017121,5.844837,71.99534,31.067144,71.82618,-5.63102,-7.761555,0.3273837,-15.187596,-91.024765,-7.050693,78.62909,-10.032791,-10.950828,1.7656548
480,-20.439250946044922,2.502847909927368,74.69707489013672,2.0422907355151305,5.936050488116551,-100.96565315868774,-0.21224453,22.376558,23.649849,5.9893026,-1.8113704,-15.000033,-8.7850895,-24.298208,2.0541344,6.985523,-3.28224,15.000033,-2.3868377,-4.075287,-3.0909739,5.977731,72.01069,31.122564,72.02596,-5.5329423,-7.6963043,0.36269507,-14.978778,-90.999695,-7.052534,78.73839,-10.090158,-10.939094,1.8633957
481,-20.408409118652344,2.522238254547119,74.69408416748047,2.0943234769634334,5.86469640015085,-101.07906502116566,-0.06981832,22.299929,23.782839,5.9758644,-1.8327365,-15.000033,-8.799381,-24.350834,2.2036948,6.9805484,-3.2384741,15.000033,-2.213454,-3.9958832,-2.9778404,6.1023817,72.025444,31.180624,72.22055,-5.4881372,-7.653721,0.36388865,-14.74723,-90.97101,-7.051009,78.813545,-10.158051,-10.960608,1.9991412
482,-20.37913703918457,2.540264844894409,74.69384002685547,2.1411357601600725,5.7950370555253246,-101.1909718892027,0.05858593,22.234951,23.906662,5.983078,-1.8578345,-15.000033,-8.826834,-24.396992,2.3505206,7.0005083,-3.2065318,15.000033,-2.0337257,-3.9115636,-2.8587306,6.223007,72.03946,31.240437,72.40982,-5.4841437,-7.6286044,0.33510107,-14.495066,-90.93904,-7.046201,78.853134,-10.23307,-11.005316,2.1656795
483,-20.354276657104492,2.558943510055542,74.69425201416016,2.1844356676044607,5.727002928134127,-101.30319668564826,0.19061026,22.174072,24.031452,5.980498,-1.8757805,-15.000033,-8.845983,-24.436739,2.4901845,7.0064173,-3.170374,15.000033,-1.8486284,-3.8256793,-2.7431304,6.336774,72.05319,31.302414,72.590904,-5.4905396,-7.611304,0.30132326,-14.233684,-90.90304,-7.039518,78.856575,-10.321749,-11.055582,2.3293233
484,-20.33616065979004,2.578193426132202,74.69208526611328,2.225798693872368,5.66157943533439,-101.41722128282241,0.32401952,22.117956,24.159504,5.9760833,-1.8956876,-15.000033,-8.865405,-24.471045,2.632407,7.010957,-3.1415992,15.000033,-1.6581267,-3.7391083,-2.6392677,6.4365044,72.06584,31.366806,72.76264,-5.473576,-7.591251,0.2870176,-13.979428,-90.865364,-7.0330906,78.82587,-10.434789,-11.093221,2.4556823
485,-20.324237823486328,2.5927717685699463,74.68695068359375,2.2657210427375203,5.5964671838604945,-101.53564963890292,0.46208158,22.066103,24.294674,5.973202,-1.9222966,-15.000033,-8.885985,-24.500944,2.7830043,7.018671,-3.1262176,15.000033,-1.4570405,-3.6525772,-2.5452757,6.509955,72.07756,31.435188,72.92513,-5.4142394,-7.5676517,0.30129918,-13.7332,-90.82552,-7.026755,78.757835,-10.599055,-11.115235,2.539109
486,-20.310894012451172,2.6034674644470215,74.68310546875,2.303496142015161,5.532373106111351,-101.65762455828595,0.6023979,22.019812,24.434446,5.97139,-1.9518187,-15.000033,-8.907358,-24.524708,2.9379923,7.027429,-3.1195116,15.000033,-1.2456857,-3.5654461,-2.4561005,6.5559683,72.08825,31.507559,73.08143,-5.325295,-7.5440903,0.33235312,-13.493531,-90.78357,-7.020124,78.65363,-10.807258,-11.128703,2.5938926
487,-20.295589447021484,2.615004301071167,74.67902374267578,2.3381358505885808,5.472495575961134,-101.7780060416648,0.73926055,21.978958,24.571535,5.9684935,-1.9799693,-15.000033,-8.928113,-24.54271,3.0887063,7.033157,-3.114617,15.000033,-1.033533,-3.475194,-2.3719637,6.586979,72.098206,31.582062,73.23187,-5.226546,-7.516709,0.3728289,-13.273226,-90.73828,-7.0150185,78.52361,-11.015448,-11.131637,2.6193843
488,-20.284669876098633,2.623807668685913,74.67240905761719,2.3669450757973243,5.420918933873496,-101.89105184552797,0.86266744,21.947165,24.696606,5.9659414,-2.0025082,-15.000033,-8.95194,-24.553429,3.2272916,7.041054,-3.1099148,15.000033,-0.83071613,-3.3794827,-2.2932932,6.6194916,72.106926,31.655622,73.37364,-5.1422534,-7.4808187,0.4171952,-13.08695,-90.6931,-7.013552,78.37722,-11.179004,-11.121102,2.613093
489,-20.27341651916504,2.6293580532073975,74.66752624511719,2.3903606340620764,5.379338614930553,-101.99971369800434,0.9729766,21.923832,24.809933,5.9630575,-2.0187047,-15.000033,-8.979632,-24.555933,3.3548832,7.0458117,-3.10017,15.000033,-0.6361499,-3.277529,-2.2183871,6.6667275,72.11493,31.726025,73.50293,-5.0845046,-7.431688,0.46519163,-12.94561,-90.64591,-7.0170994,78.21546,-11.281919,-11.091798,2.572311
490,-20.270082473754883,2.634287118911743,74.66574096679688,2.4092830397578036,5.345519287215769,-102.10485912250644,1.076562,21.906645,24.915922,5.9534907,-2.0271091,-15.000033,-9.006865,-24.551708,3.4727643,7.042497,-3.0854354,15.000033,-0.44628227,-3.171797,-2.1473222,6.7247753,72.12193,31.793167,73.6156,-5.048521,-7.3704457,0.5199475,-12.842256,-90.59874,-7.0243845,78.03409,-11.348319,-11.046234,2.499677
491,-20.273420333862305,2.6397976875305176,74.66383361816406,2.423241487284538,5.318384109143402,-102.19949823938728,1.1611267,21.899414,25.009443,5.956773,-2.038243,-15.000033,-9.040599,-24.542593,3.5800653,7.052815,-3.0803027,15.000033,-0.26504716,-3.0623775,-2.084139,6.7794743,72.12811,31.859491,73.71776,-5.030243,-7.306709,0.5773333,-12.76287,-90.551,-7.033369,77.83805,-11.391914,-10.995256,2.4066174
492,-20.27968978881836,2.644059896469116,74.66244506835938,2.43052203619562,5.296659665543353,-102.27529379113089,1.2313664,21.899775,25.090588,5.9541287,-2.0411987,-15.000033,-9.063556,-24.527466,3.6632304,7.056866,-3.0776026,15.000033,-0.09768075,-2.9473464,-2.0320184,6.8144517,72.13361,31.928312,73.81717,-5.023271,-7.251158,0.63232607,-12.691172,-90.50317,-7.0418534,77.63261,-11.422885,-10.951027,2.3042839
493,-20.28900718688965,2.6464006900787354,74.66044616699219,2.4316844311115795,5.281476406353721,-102.33150819267848,1.282958,21.908192,25.162935,5.9522057,-2.0396903,-15.000033,-9.079801,-24.50736,3.7238407,7.059803,-3.080835,15.000033,0.056816693,-2.828078,-1.9953775,6.820175,72.13867,32.002342,73.918915,-5.0284815,-7.216016,0.67231506,-12.620849,-90.455795,-7.0490003,77.41164,-11.447038,-10.91513,2.1842804
494,-20.296998977661133,2.6494839191436768,74.65843963623047,2.4264363495818633,5.273012350798431,-102.3714773026007,1.3178291,21.924795,25.2258,5.9505177,-2.033524,-15.000033,-9.090358,-24.482252,3.764489,7.060297,-3.0880497,15.000033,0.1996693,-2.7032194,-1.9708685,6.801397,72.143845,32.082184,74.023506,-5.0424204,-7.1956954,0.7006895,-12.5576515,-90.40613,-7.0557528,77.17483,-11.454925,-10.882865,2.0439627
495,-20.307775497436523,2.653744697570801,74.6582260131836,2.416251449483481,5.270212140471057,-102.39492479003573,1.3366455,21.948862,25.270136,5.9478564,-2.0216782,-15.000033,-9.095594,-24.453833,3.7849286,7.0600953,-3.0982037,15.000033,0.32771328,-2.5747905,-1.9523435,6.7663817,72.14876,32.16618,74.12788,-5.052683,-7.1718245,0.7417231,-12.503515,-90.36,-7.0625024,76.93433,-11.435109,-10.8566675,1.901154
496,-20.32366943359375,2.653541326522827,74.65740203857422,2.40201008215096,5.271609624632089,-102.40132010731354,1.3397069,21.979622,25.286377,5.9466615,-2.0065324,-15.000033,-9.09418,-24.422253,3.7840617,7.059503,-3.1102366,15.000033,0.4383415,-2.4432697,-1.9336342,6.721869,72.153625,32.253227,74.22725,-5.046373,-7.1237116,0.81991416,-12.459368,-90.315834,-7.069596,76.704185,-11.373068,-10.841108,1.779533
497,-20.341535568237305,2.655270576477051,74.65513610839844,2.3842843374035305,5.276522910596065,-102.3892143066812,1.3269566,22.016617,25.267061,5.9439077,-1.984989,-15.000033,-9.084014,-24.388674,3.7596726,7.0561743,-3.121537,15.000033,0.5303916,-2.3121085,-1.9133829,6.6687016,72.15858,32.34287,74.31247,-5.0213704,-7.034776,0.9362053,-12.424885,-90.27279,-7.0771217,76.486534,-11.240514,-10.841916,1.6927173
498,-20.363861083984375,2.6532278060913086,74.65943145751953,2.363247174880275,5.2861027444290345,-102.35954314570367,1.2957482,22.0605,25.21806,5.9454975,-1.9607065,-15.000033,-9.069181,-24.353548,3.714717,7.0556116,-3.136255,15.000033,0.6060351,-2.1814032,-1.89519,6.604649,72.163605,32.43515,74.383736,-4.984355,-6.914588,1.0811539,-12.397979,-90.231606,-7.08483,76.27476,-11.048036,-10.85598,1.6303285
499,-20.38507080078125,2.6514317989349365,74.66239929199219,2.3365989273299936,5.299906424778521,-102.31403084953044,1.251139,22.11161,25.151707,5.945915,-1.932511,-15.000033,-9.047279,-24.314053,3.6494396,7.0533814,-3.1538026,15.000033,0.6662914,-2.0473528,-1.8795002,6.533812,72.16879,32.52957,74.45243,-4.9350343,-6.785667,1.266315,-12.378116,-90.19182,-7.0927544,76.07243,-10.847487,-10.876484,1.5721735
500,-20.413728713989258,2.6543033123016357,74.66478729248047,2.304257260006927,5.31941870526411,-102.25656715861666,1.194889,22.169218,25.081793,5.946574,-1.9038272,-15.000033,-9.020215,-24.270641,3.568642,7.0484076,-3.1760116,15.000033,0.7136038,-1.9089788,-1.8701509,6.46127,72.17391,32.62492,74.530975,-4.8721256,-6.6726108,1.5055227,-12.366154,-90.15482,-7.101004,75.87846,-10.696197,-10.892544,1.4974691
501,-20.43914222717285,2.651740789413452,74.66287231445312,2.2654121917271883,5.343696509367697,-102.18385272087427,1.126322,22.233658,25.009226,5.94685,-1.8748732,-15.000033,-8.986009,-24.223314,3.4693317,7.0424185,-3.2052932,15.000033,0.74350536,-1.7633193,-1.8664039,6.390545,72.17878,32.719627,74.6269,-4.7800417,-6.5843015,1.8306197,-12.367109,-90.11998,-7.11022,75.69468,-10.628847,-10.9003315,1.3955519
502,-20.46726417541504,2.6463963985443115,74.66311645507812,2.2207121830687635,5.373151615280772,-102.096091414187,1.044358,22.304998,24.92824,5.9481025,-1.8456944,-15.000033,-8.94614,-24.172728,3.3520586,7.036765,-3.241228,15.000033,0.7563345,-1.6121931,-1.8683249,6.3183055,72.18319,32.81287,74.73547,-4.6636186,-6.510494,2.228591,-12.383183,-90.08712,-7.120584,75.51932,-10.619697,-10.903892,1.2767138
503,-20.501256942749023,2.6455278396606445,74.6663818359375,2.1700904460588677,5.408463041284578,-101.99916190430689,0.95250034,22.383928,24.839651,5.946079,-1.8115737,-15.000033,-8.902858,-24.115332,3.2208636,7.026293,-3.2771099,15.000033,0.7600651,-1.4547864,-1.8774763,6.2388105,72.18703,32.905106,74.85115,-4.557012,-6.4457617,2.638092,-12.409622,-90.05658,-7.131394,75.350296,-10.627513,-10.906318,1.1564707
504,-20.53402328491211,2.634542465209961,74.667236328125,2.112443452384216,5.450637670705032,-101.89937249579103,0.85209143,22.472992,24.74361,5.9405494,-1.770336,-15.000033,-8.861771,-24.047441,3.0807025,7.011052,-3.308637,15.000033,0.7635925,-1.2890925,-1.895577,6.1477194,72.190506,32.997986,74.96792,-4.4972243,-6.3865004,2.9933321,-12.438921,-90.028275,-7.141731,75.185394,-10.607596,-10.910591,1.050497
