Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,left_hip_pitch_joint_dof,left_hip_roll_joint_dof,left_hip_yaw_joint_dof,left_knee_joint_dof,left_ankle_pitch_joint_dof,left_ankle_roll_joint_dof,right_hip_pitch_joint_dof,right_hip_roll_joint_dof,right_hip_yaw_joint_dof,right_knee_joint_dof,right_ankle_pitch_joint_dof,right_ankle_roll_joint_dof,waist_yaw_joint_dof,waist_roll_joint_dof,waist_pitch_joint_dof,left_shoulder_pitch_joint_dof,left_shoulder_roll_joint_dof,left_shoulder_yaw_joint_dof,left_elbow_joint_dof,left_wrist_roll_joint_dof,left_wrist_pitch_joint_dof,left_wrist_yaw_joint_dof,right_shoulder_pitch_joint_dof,right_shoulder_roll_joint_dof,right_shoulder_yaw_joint_dof,right_elbow_joint_dof,right_wrist_roll_joint_dof,right_wrist_pitch_joint_dof,right_wrist_yaw_joint_dof
121,-23.382877349853516,3.6828386783599854,74.557373046875,-0.20494737006511995,4.556380574819963,-94.16778681236943,-4.815248,26.74693,14.131924,6.879658,1.552356,-15.000033,-7.3809233,-21.034407,-5.1308722,14.810866,-9.180194,15.000033,2.989626,0.53658926,-1.6036336,11.998009,72.47011,39.28001,65.10845,18.700037,-9.662718,-2.9451418,1.6564716,-83.966354,-17.573677,63.72486,-14.009564,-11.7638035,3.879641
122,-23.50546646118164,3.717236280441284,74.538330078125,-0.2953684230483889,4.649526651968112,-94.3121993414154,-4.8409743,26.975721,14.222305,6.783063,1.7031435,-15.000033,-7.8944225,-20.813103,-4.896058,15.457817,-9.504857,15.000033,2.8365119,1.1177276,-1.6354928,12.417701,71.549446,39.111557,64.983185,19.170218,-9.624389,-3.1963327,0.6859786,-84.20195,-16.701956,63.4898,-13.852189,-11.67668,3.600345
123,-23.631486892700195,3.7543725967407227,74.52606201171875,-0.40864804120225134,4.734046042062789,-94.39361422421614,-4.897783,27.205381,14.238501,6.6802826,1.8660386,-15.000033,-8.336722,-20.587814,-4.7542195,16.054611,-9.775258,15.000033,2.6274507,1.7137625,-1.6548754,12.813006,70.64569,38.93279,64.90979,19.56447,-9.563384,-3.40069,-0.24495415,-84.37535,-15.885083,63.209545,-13.58258,-11.5951805,3.3402195
124,-23.757266998291016,3.7899978160858154,74.52276611328125,-0.5274205736777491,4.769204432540021,-94.39507889840273,-4.9572105,27.424313,14.165168,6.597176,2.027792,-15.000033,-8.584964,-20.371868,-4.7319736,16.475342,-9.997501,15.000033,2.3501155,2.2999227,-1.6261255,13.222342,69.78899,38.77743,64.856316,19.93192,-9.499781,-3.6084247,-1.1109849,-84.495094,-15.153575,62.88247,-13.229653,-11.556509,3.1537583
125,-23.864303588867188,3.8182220458984375,74.52820587158203,-0.6599720191358082,4.733935730848005,-94.29614592108544,-5.0328636,27.645756,13.962937,6.5844617,2.1645975,-15.000033,-8.564677,-20.1597,-4.867282,16.64872,-10.152531,15.000033,1.9826008,2.8825984,-1.5296849,13.625105,68.995735,38.62243,64.84917,20.25939,-9.435962,-3.8268707,-1.9138066,-84.555016,-14.526646,62.504955,-12.735049,-11.578843,3.081786
126,-23.968782424926758,3.8418021202087402,74.53642272949219,-0.8114129451127441,4.654019033254345,-94.11087117702648,-5.116755,27.866674,13.658548,6.5809994,2.3070607,-15.000033,-8.357105,-19.948025,-5.134044,16.657974,-10.247,15.000033,1.539092,3.463801,-1.3874213,13.987232,68.27237,38.438206,64.918594,20.526659,-9.363978,-4.0352917,-2.6337883,-84.55095,-14.011497,62.07643,-12.105597,-11.63864,3.0871856
127,-24.058656692504883,3.8574588298797607,74.54663848876953,-0.9598650572346139,4.558261982760599,-93.8732772155259,-5.213263,28.066708,13.305224,6.5754437,2.4540849,-15.000033,-8.066707,-19.755262,-5.464698,16.598114,-10.318967,15.000033,1.0591601,4.0145593,-1.2263435,14.32426,67.632904,38.248528,65.03878,20.772306,-9.290523,-4.243675,-3.2256303,-84.49456,-13.610576,61.603603,-11.467022,-11.7114,3.1102352
128,-24.142221450805664,3.8730978965759277,74.55813598632812,-1.0822742985549527,4.475296746406608,-93.61782512895626,-5.330043,28.225718,12.955268,6.5669117,2.603285,-15.000033,-7.7988863,-19.60095,-5.7916727,16.56659,-10.407531,15.000033,0.5810846,4.506338,-1.073836,14.657659,67.09105,38.086735,65.181725,21.03493,-9.223596,-4.464733,-3.6561394,-84.40307,-13.315516,61.09437,-10.943581,-11.774721,3.0930808
129,-24.217662811279297,3.887756109237671,74.5675048828125,-1.1680079258220055,4.402363589476917,-93.32984728844954,-5.4729548,28.33067,12.598925,6.55854,2.7565362,-15.000033,-7.550562,-19.500698,-6.1208615,16.57482,-10.521849,15.000033,0.09292766,4.9280224,-0.92979115,14.987234,66.65732,37.951214,65.35492,21.348782,-9.172929,-4.7214937,-3.9222329,-84.2806,-13.117196,60.55011,-10.526684,-11.8294325,3.0409207
130,-24.29289436340332,3.9047865867614746,74.57263946533203,-1.2308840386550268,4.32756691875854,-92.99908869786789,-5.633551,28.394587,12.217694,6.5475993,2.9159906,-15.000033,-7.275833,-19.44063,-6.480883,16.576307,-10.641892,15.000033,-0.4174696,5.295152,-0.78572196,15.291848,66.33423,37.81884,65.58232,21.683678,-9.133735,-5.003197,-4.0482006,-84.12322,-13.010844,59.97153,-10.16182,-11.886201,2.9795468
131,-24.367738723754883,3.9149622917175293,74.57331848144531,-1.2833190701027046,4.265090524219991,-92.66608306571705,-5.803411,28.438612,11.848279,6.533361,3.0712862,-15.000033,-7.0162697,-19.398602,-6.8363233,16.579828,-10.760312,15.000033,-0.9119332,5.62316,-0.657653,15.564831,66.11692,37.692337,65.85548,21.98018,-9.092065,-5.2714972,-4.051922,-83.93623,-12.985652,59.368645,-9.904646,-11.938809,2.8828354
132,-24.43153190612793,3.9211602210998535,74.57328033447266,-1.3381172633567622,4.22892370783249,-92.3713588218091,-5.975101,28.48427,11.525564,6.5153093,3.2104065,-15.000033,-6.8164463,-19.35403,-7.1504693,16.60039,-10.873273,15.000033,-1.3527367,5.9320397,-0.5607404,15.800899,65.99493,37.57732,66.164696,22.179712,-9.034027,-5.489196,-3.9635384,-83.73467,-13.019838,58.756542,-9.806675,-11.982213,2.7287621
133,-24.4813175201416,3.9301204681396484,74.56433868408203,-1.3974606656518802,4.225490681730506,-92.12152260211379,-6.1576095,28.536934,11.2577,6.5051637,3.3260598,-15.000033,-6.691002,-19.304836,-7.4165244,16.646086,-10.984135,15.000033,-1.7409371,6.224089,-0.49928194,16.037195,65.94881,37.49457,66.482506,22.265747,-8.946804,-5.640555,-3.7819533,-83.5115,-13.097927,58.119846,-9.950938,-12.010474,2.468815
134,-24.52149772644043,3.9326443672180176,74.56063842773438,-1.454498174265528,4.246008241909357,-91.89640780826184,-6.3541756,28.586657,11.024747,6.5061026,3.4217324,-15.000033,-6.616091,-19.261806,-7.6527247,16.709846,-11.094548,15.000033,-2.095561,6.496633,-0.46471158,16.275028,65.977066,37.44833,66.81464,22.270723,-8.840869,-5.748962,-3.5270255,-83.27657,-13.204025,57.466038,-10.281066,-12.027586,2.1349013
135,-24.55282974243164,3.9357755184173584,74.5532455444336,-1.5102214901813027,4.282545538911633,-91.6969853014675,-6.549796,28.633526,10.819864,6.506273,3.5011868,-15.000033,-6.5753922,-19.22281,-7.8611135,16.775574,-11.193483,15.000033,-2.410771,6.7539787,-0.4509422,16.49174,66.07148,37.44623,67.162964,22.21209,-8.727837,-5.821918,-3.242219,-83.03353,-13.33628,56.82637,-10.660715,-12.039093,1.803125
136,-24.577028274536133,3.940258502960205,74.54484558105469,-1.5669726296956206,4.327061518468127,-91.52399693582164,-6.7358546,28.679375,10.632566,6.5072746,3.5607543,-15.000033,-6.5535045,-19.183096,-8.044271,16.829865,-11.2716255,15.000033,-2.681097,7.001915,-0.45071834,16.663479,66.22292,37.49601,67.529106,22.10783,-8.61979,-5.86795,-2.9660037,-82.78867,-13.49907,56.23141,-10.952091,-12.053206,1.5514833
137,-24.591215133666992,3.9489800930023193,74.535400390625,-1.6301808886740314,4.387864219702204,-91.3784807747817,-6.923294,28.729496,10.455672,6.507883,3.5984435,-15.000033,-6.563138,-19.14003,-8.202713,16.88002,-11.327893,15.000033,-2.9051795,7.252432,-0.473585,16.783009,66.42695,37.629215,67.91813,21.95663,-8.518406,-5.8901544,-2.7144568,-82.54832,-13.697725,55.681187,-11.1291895,-12.075246,1.410047
138,-24.588665008544922,3.9560139179229736,74.52313995361328,-1.6968722993019385,4.465489497025079,-91.25968704922496,-7.1129293,28.781124,10.296005,6.5090895,3.6158388,-15.000033,-6.606416,-19.093603,-8.335832,16.928047,-11.366106,15.000033,-3.0880253,7.50262,-0.5177636,16.874674,66.67753,37.8439,68.31617,21.751776,-8.417167,-5.8833427,-2.4718335,-82.312485,-13.924649,55.163147,-11.25998,-12.101393,1.3365011
139,-24.577587127685547,3.9553587436676025,74.51325988769531,-1.757428464494936,4.5410547113953825,-91.16625005682991,-7.2786436,28.823748,10.165633,6.507729,3.6204035,-15.000033,-6.653498,-19.054605,-8.442127,16.959053,-11.387305,15.000033,-3.232909,7.73585,-0.55979705,16.958532,66.96392,38.093422,68.698524,21.50327,-8.3153515,-5.8421335,-2.2269883,-82.08032,-14.166598,54.688873,-11.349574,-12.127387,1.2992145
140,-24.561580657958984,3.9551422595977783,74.50672912597656,-1.8023917071711284,4.595737190453619,-91.09640682456846,-7.400725,28.848675,10.073539,6.511779,3.6143951,-15.000033,-6.674033,-19.032469,-8.521085,16.955248,-11.39034,15.000033,-3.3418405,7.93746,-0.57786393,17.048588,67.27518,38.32255,69.04327,21.219976,-8.211969,-5.7596574,-1.9693795,-81.85261,-14.408341,54.2725,-11.402744,-12.1491,1.2667618
141,-24.536354064941406,3.953294038772583,74.50242614746094,-1.8258710909955203,4.61926502387393,-91.0579011462691,-7.4520655,28.848658,10.035496,6.5079255,3.602709,-15.000033,-6.6561685,-19.030367,-8.56222,16.90571,-11.3722515,15.000033,-3.408107,8.10457,-0.5620045,17.154556,67.60807,38.519985,69.34223,20.869034,-8.094858,-5.623741,-1.6994953,-81.6357,-14.64375,53.919853,-11.380773,-12.169218,1.2445462
142,-24.502849578857422,3.951418399810791,74.49774169921875,-1.8344332515765105,4.623472368511883,-91.04863330929541,-7.457942,28.831165,10.038783,6.509905,3.576376,-15.000033,-6.617547,-19.04376,-8.569591,16.821737,-11.333705,15.000033,-3.4325984,8.249154,-0.5270754,17.2625,67.96317,38.707466,69.61064,20.45721,-7.9700747,-5.4378357,-1.43082,-81.433685,-14.872168,53.62857,-11.292538,-12.189333,1.2462239
143,-24.462356567382812,3.9489314556121826,74.49468994140625,-1.8365242195729088,4.622873735948921,-91.05256123970013,-7.443614,28.804806,10.06536,6.5068398,3.5463514,-15.000033,-6.572301,-19.064636,-8.563986,16.718328,-11.28091,15.000033,-3.4285946,8.376462,-0.48894063,17.354635,68.33556,38.882267,69.85204,20.053297,-7.8582263,-5.2216573,-1.1737533,-81.24307,-15.086472,53.39936,-11.216113,-12.203458,1.2518008
144,-24.417320251464844,3.94545841217041,74.49481964111328,-1.8403006935372728,4.631992141747901,-91.0536230249395,-7.443836,28.778946,10.092813,6.5051513,3.5146916,-15.000033,-6.535903,-19.08644,-8.565554,16.613617,-11.221433,15.000033,-3.4098372,8.490374,-0.46282202,17.415056,68.71927,39.04258,70.06985,19.725681,-7.780008,-4.9936957,-0.9373849,-81.05895,-15.280256,53.230995,-11.231148,-12.204911,1.2395355
145,-24.372711181640625,3.9488821029663086,74.49699401855469,-1.8489837598441552,4.655939355530711,-91.0508997185791,-7.46366,28.757294,10.124631,6.501286,3.4821775,-15.000033,-6.516599,-19.10691,-8.577682,16.514788,-11.156793,15.000033,-3.3777757,8.593255,-0.45210215,17.451677,69.111305,39.1952,70.25797,19.505657,-7.744729,-4.734106,-0.7297764,-80.87888,-15.449062,53.13201,-11.369892,-12.189021,1.1996474
146,-24.323068618774414,3.949277877807617,74.49983215332031,-1.8576985517595785,4.686528924939422,-91.05174817619701,-7.4883246,28.734713,10.168509,6.497036,3.4464102,-15.000033,-6.5044446,-19.131044,-8.590184,16.411053,-11.083097,15.000033,-3.3281975,8.68199,-0.44809294,17.478458,69.51063,39.347786,70.41051,19.352854,-7.739257,-4.4412827,-0.55031955,-80.70385,-15.592174,53.10035,-11.586984,-12.159663,1.1436706
147,-24.27032470703125,3.9469945430755615,74.50379943847656,-1.8634127637009081,4.718559414881095,-91.05308639047173,-7.512943,28.706648,10.212941,6.492422,3.409321,-15.000033,-6.488592,-19.158909,-8.603283,16.29469,-10.999462,15.000033,-3.2654366,8.754119,-0.4470381,17.487556,69.914116,39.498577,70.53104,19.229027,-7.7500086,-4.1616178,-0.39416167,-80.53424,-15.711342,53.118946,-11.846413,-12.123894,1.082784
148,-24.218177795410156,3.9410884380340576,74.50787353515625,-1.8639485735947032,4.746799641219619,-91.05178985345901,-7.5353804,28.6704,10.244847,6.489863,3.373021,-15.000033,-6.4560537,-19.1919,-8.617836,16.154362,-10.903285,15.000033,-3.1930714,8.809087,-0.44570348,17.467634,70.317535,39.641632,70.62375,19.09536,-7.763195,-3.9408815,-0.25318176,-80.36878,-15.81047,53.170403,-12.11113,-12.088813,1.0284435
149,-24.165307998657227,3.936455011367798,74.51410675048828,-1.8568514404687484,4.771268056690102,-91.04807136221353,-7.554017,28.62239,10.2591095,6.486606,3.3400333,-15.000033,-6.4094124,-19.232243,-8.630812,15.99351,-10.795342,15.000033,-3.109683,8.844869,-0.44390535,17.415401,70.71992,39.78509,70.67885,18.943222,-7.7725697,-3.8030624,-0.1255391,-80.20758,-15.896081,53.255066,-12.399654,-12.05181,0.9806461
150,-24.110721588134766,3.932898759841919,74.52143859863281,-1.8437572402412026,4.794345171233888,-91.04328210395988,-7.57237,28.565235,10.262287,6.4864073,3.306504,-15.000033,-6.3525515,-19.277994,-8.643348,15.813128,-10.674832,15.000033,-3.0141914,8.862852,-0.44206485,17.340513,71.12046,39.931812,70.69385,18.79259,-7.7856297,-3.719629,-0.010395718,-80.050545,-15.969999,53.378117,-12.722136,-12.010566,0.9348201
151,-24.05013656616211,3.932739019393921,74.53084564208984,-1.8285453922259123,4.814144126666689,-91.0358160370595,-7.586004,28.50338,10.263969,6.482866,3.2747037,-15.000033,-6.2786474,-19.325216,-8.660728,15.608739,-10.542759,15.000033,-2.9106379,8.866456,-0.43774876,17.248161,71.5155,40.068336,70.68379,18.649801,-7.809215,-3.6572168,0.09985165,-79.898056,-16.030663,53.52924,-13.030521,-11.972461,0.89430976
152,-23.994354248046875,3.9320642948150635,74.54377746582031,-1.814971695446469,4.828972237963248,-91.02428679934424,-7.591561,28.44097,10.273436,6.4718323,3.2457545,-15.000033,-6.182339,-19.369383,-8.687878,15.377448,-10.399463,15.000033,-2.8022199,8.861123,-0.4292052,17.140974,71.90009,40.176422,70.664696,18.519766,-7.850175,-3.5817351,0.21114022,-79.74968,-16.074833,53.69969,-13.276283,-11.94508,0.86281663
153,-23.938383102416992,3.9309773445129395,74.55855560302734,-1.8032095586310664,4.833393007931386,-91.00817656370046,-7.594275,28.378887,10.29011,6.4760885,3.2053115,-15.000033,-6.0475554,-19.41101,-8.727202,15.100037,-10.240139,15.000033,-2.6891704,8.846213,-0.41156968,17.015882,72.27165,40.25335,70.63264,18.416452,-7.916532,-3.4765167,0.32343492,-79.607254,-16.102232,53.89629,-13.433558,-11.9344635,0.8383243
154,-23.88088035583496,3.9257354736328125,74.57129669189453,-1.7911666732609173,4.829869622022602,-90.9883825592483,-7.581243,28.313004,10.316587,6.4664707,3.170033,-15.000033,-5.886623,-19.450752,-8.774204,14.793492,-10.069161,15.000033,-2.5694814,8.821293,-0.38759947,16.872776,72.629654,40.306503,70.57725,18.33261,-7.999956,-3.3621001,0.4338584,-79.47208,-16.113766,54.121384,-13.531864,-11.935369,0.8201982
155,-23.823524475097656,3.9198012351989746,74.5838851928711,-1.7802150429437873,4.82893874009728,-90.96503145623637,-7.580381,28.248444,10.336745,6.4700704,3.1293762,-15.000033,-5.7145343,-19.487453,-8.831068,14.464655,-9.886464,15.000033,-2.4444196,8.789496,-0.36553675,16.718536,72.973755,40.335785,70.51334,18.242994,-8.090472,-3.2576144,0.5442771,-79.34475,-16.109331,54.35823,-13.607541,-11.938621,0.8135226
156,-23.768442153930664,3.9102678298950195,74.59648132324219,-1.7698740343612966,4.84069224545327,-90.93842588211746,-7.5932317,28.185167,10.348281,6.466885,3.0971591,-15.000033,-5.540751,-19.519718,-8.900356,14.109576,-9.690987,15.000033,-2.3147476,8.751434,-0.35396484,16.558441,73.30448,40.339718,70.45497,18.122322,-8.176973,-3.1824536,0.6575904,-79.226395,-16.089731,54.589664,-13.697336,-11.934916,0.82306033
157,-23.716049194335938,3.9005916118621826,74.60791778564453,-1.758799804081654,4.871345850486444,-90.90821078523324,-7.627642,28.122282,10.349281,6.4577384,3.0751495,-15.000033,-5.3766356,-19.54957,-8.982269,13.737315,-9.483014,15.000033,-2.1792579,8.706244,-0.35807693,16.391865,73.62143,40.311783,70.401184,17.940056,-8.260562,-3.1409738,0.77685636,-79.11714,-16.055399,54.814075,-13.79619,-11.922419,0.8557819
158,-23.666946411132812,3.898707866668701,74.61809539794922,-1.747913771803848,4.914270579379931,-90.87431590364965,-7.685794,28.060946,10.338665,6.4608183,3.0515327,-15.000033,-5.2108965,-19.57604,-9.076611,13.339959,-9.260722,15.000033,-2.037614,8.654285,-0.37257132,16.214142,73.92455,40.252308,70.3467,17.717546,-8.345647,-3.1232424,0.9013464,-79.01706,-16.006739,55.039867,-13.889117,-11.9058895,0.90748066
159,-23.621746063232422,3.8894495964050293,74.6308364868164,-1.7384864695778177,4.9606009220016105,-90.8375691004409,-7.7465677,28.001835,10.322755,6.458038,3.032971,-15.000033,-5.0355825,-19.597746,-9.179823,12.921357,-9.029032,15.000033,-1.8919296,8.597112,-0.39032197,16.025137,74.21504,40.170414,70.29994,17.506128,-8.426497,-3.1272345,1.0259544,-78.92648,-15.943621,55.26499,-13.998249,-11.886493,0.9664129
160,-23.575159072875977,3.8762097358703613,74.644287109375,-1.7332811008887563,5.00137541170821,-90.79868416443111,-7.7978363,27.948002,10.303181,6.4474716,3.0171494,-15.000033,-4.8429403,-19.611649,-9.288898,12.486224,-8.793596,15.000033,-1.7448429,8.538009,-0.40422213,15.827286,74.49407,40.076897,70.26883,17.356552,-8.4974165,-3.1512635,1.1443053,-78.84479,-15.864017,55.4884,-14.145009,-11.865567,1.0210139
161,-23.531309127807617,3.8617324829101562,74.65843200683594,-1.7329507975646878,5.032020051342489,-90.7575133959532,-7.8477325,27.902388,10.272736,6.4539413,2.9905386,-15.000033,-4.6263585,-19.616684,-9.403982,12.0318365,-8.552922,15.000033,-1.5982572,8.475934,-0.40949252,15.619925,74.762276,39.9775,70.2546,17.293741,-8.558729,-3.1985824,1.259724,-78.77258,-15.765355,55.704563,-14.351096,-11.840261,1.0715584
162,-23.489011764526367,3.851022481918335,74.66783142089844,-1.7359722663274753,5.058035288785238,-90.71389482597777,-7.8859396,27.860659,10.239757,6.446298,2.9712417,-15.000033,-4.3938465,-19.614529,-9.525331,11.561719,-8.307814,15.000033,-1.4514561,8.409589,-0.410682,15.40596,75.01876,39.869263,70.25251,17.286608,-8.613022,-3.2693484,1.3708184,-78.70924,-15.645988,55.916378,-14.599165,-11.81113,1.1231782
163,-23.451900482177734,3.838433027267456,74.67854309082031,-1.7418683158187374,5.085988932150417,-90.66816223645947,-7.9356275,27.824547,10.197239,6.4522443,2.9448671,-15.000033,-4.1492734,-19.604422,-9.654685,11.067044,-8.053123,15.000033,-1.3030301,8.340901,-0.4142264,15.193651,75.26279,39.751926,70.261345,17.303366,-8.658084,-3.3568513,1.4636843,-78.65256,-15.506478,56.135384,-14.854442,-11.784054,1.1707995
164,-23.419321060180664,3.8255109786987305,74.68930053710938,-1.748342919962734,5.1220858693454385,-90.62063993033995,-7.9927883,27.789959,10.152619,6.4515386,2.9225357,-15.000033,-3.8980505,-19.589743,-9.791981,10.542778,-7.7879725,15.000033,-1.1520317,8.269489,-0.4264504,14.9929695,75.493805,39.627712,70.27893,17.31305,-8.691535,-3.4545329,1.5254978,-78.5996,-15.348201,56.371796,-15.082066,-11.764539,1.2089301
165,-23.388948440551758,3.808525562286377,74.6991958618164,-1.7576680712354764,5.169756217333165,-90.56948857278276,-8.067539,27.760328,10.099065,6.45231,2.898909,-15.000033,-3.640742,-19.565813,-9.940086,9.985329,-7.510304,15.000033,-1.0012275,8.195614,-0.45143926,14.810184,75.711624,39.498074,70.301865,17.303297,-8.710002,-3.5755591,1.5540724,-78.54829,-15.1732,56.62673,-15.294572,-11.757075,1.2316489
166,-23.358150482177734,3.794506549835205,74.70625305175781,-1.769710123062139,5.225079380677855,-90.51523594984083,-8.152927,27.73516,10.038568,6.45208,2.8753366,-15.000033,-3.372832,-19.533064,-10.098224,9.393311,-7.219459,15.000033,-0.8504228,8.118642,-0.48468652,14.641415,75.91587,39.36496,70.33102,17.292572,-8.715593,-3.7185183,1.5570699,-78.497574,-14.981661,56.89445,-15.503844,-11.757423,1.242969
167,-23.328319549560547,3.7831571102142334,74.71720123291016,-1.7793675329612677,5.2836825584218365,-90.46185762208896,-8.2417,27.708525,9.979632,6.4519153,2.8535843,-15.000033,-3.1000826,-19.49952,-10.259844,8.78253,-6.9192333,15.000033,-0.69455713,8.035513,-0.51907104,14.485498,76.10704,39.23387,70.36949,17.294195,-8.714203,-3.8552856,1.5393376,-78.448364,-14.773868,57.171673,-15.674406,-11.757562,1.2509286
168,-23.302534103393555,3.770979881286621,74.72785949707031,-1.7816368176147248,5.341212844394465,-90.41332294060538,-8.32362,27.674753,9.932201,6.44841,2.8377302,-15.000033,-2.8292072,-19.472229,-10.41845,8.170674,-6.614357,15.000033,-0.52868354,7.944785,-0.5473696,14.340193,76.28498,39.109173,70.421104,17.321499,-8.711806,-3.9580026,1.5024511,-78.40119,-14.547749,57.457386,-15.770619,-11.749784,1.2643508
169,-23.280447006225586,3.758859157562256,74.73918914794922,-1.7751801580037452,5.3968591569671975,-90.36949216797355,-8.400257,27.632095,9.896573,6.447721,2.8266058,-15.000033,-2.5568116,-19.453306,-10.577786,7.5547786,-6.303075,15.000033,-0.35484865,7.844647,-0.56798625,14.214534,76.44938,38.99166,70.48685,17.385117,-8.709064,-4.0204387,1.4413046,-78.35559,-14.299448,57.755066,-15.750758,-11.735156,1.2850645
170,-23.253936767578125,3.746108293533325,74.74952697753906,-1.762613021148424,5.452862752554146,-90.32864623073557,-8.474362,27.583656,9.86907,6.4469433,2.820135,-15.000033,-2.3363116,-19.44915,-10.720784,7.040791,-6.043571,15.000033,-0.17526805,7.736386,-0.5844597,14.109489,76.59994,38.88216,70.56413,17.475748,-8.703121,-4.0571923,1.3537844,-78.31174,-14.028027,58.065155,-15.644768,-11.7166815,1.308383
171,-23.22748565673828,3.729538917541504,74.7566909790039,-1.7466220969763409,5.509597671011491,-90.29244439003875,-8.545685,27.532873,9.848676,6.4435396,2.8160567,-15.000033,-2.343676,-19.484236,-10.782345,6.981344,-6.0218563,15.000033,0.014993388,7.6249037,-0.5973053,14.010905,76.73613,38.784847,70.65066,17.576254,-8.694815,-4.071494,1.2476974,-78.27053,-13.736495,58.38082,-15.522987,-11.689515,1.3335966
172,-23.207176208496094,3.72074294090271,74.76349639892578,-1.7301263766821326,5.567963896237432,-90.2623816119843,-8.616823,27.483173,9.832623,6.4404745,2.8086698,-15.000033,-2.3600297,-19.520412,-10.82974,6.9243374,-5.9966083,15.000033,0.22196876,7.516725,-0.6056484,13.907637,76.85272,38.70851,70.73939,17.67042,-8.684568,-4.0660763,1.1419661,-78.234795,-13.440576,58.690495,-15.455711,-11.649017,1.3612014
173,-23.185884475708008,3.7144689559936523,74.77017211914062,-1.7139163834128162,5.62372135392472,-90.24058380844417,-8.6809025,27.436333,9.822764,6.4367065,2.7953088,-15.000033,-2.3828928,-19.55487,-10.857524,6.870237,-5.968311,15.000033,0.44757503,7.4095674,-0.6095809,13.781797,76.95898,38.647564,70.84178,17.763844,-8.667939,-4.033889,1.027798,-78.20424,-13.122622,58.99743,-15.467466,-11.585499,1.3904518
174,-23.159412384033203,3.7084507942199707,74.77698516845703,-1.6961199247816985,5.6781156286409376,-90.22558113152465,-8.740523,27.389793,9.81887,6.434079,2.7777944,-15.000033,-2.411943,-19.589893,-10.8706875,6.8194146,-5.9376955,15.000033,0.6902905,7.303256,-0.60770416,13.64635,77.048546,38.6031,70.9518,17.862093,-8.645558,-3.9754562,0.914256,-78.180626,-12.797862,59.300156,-15.518534,-11.504688,1.423513
175,-23.132709503173828,3.7045400142669678,74.78312683105469,-1.676970343190305,5.739071204864021,-90.21356893492539,-8.807882,27.34239,9.817403,6.43135,2.7618392,-15.000033,-2.4534066,-19.626537,-10.878105,6.770892,-5.903382,15.000033,0.94482994,7.2008724,-0.60496724,13.52108,77.11993,38.573647,71.0641,17.9467,-8.628473,-3.908208,0.789093,-78.15986,-12.464972,59.604122,-15.582408,-11.424342,1.4585929
176,-23.1085205078125,3.7041425704956055,74.78874969482422,-1.6563657266295944,5.814520010546533,-90.2007878168826,-8.890154,27.291603,9.817456,6.4186406,2.75742,-15.000033,-2.5117486,-19.666286,-10.889357,6.719181,-5.8606505,15.000033,1.2168196,7.110394,-0.59617,13.429634,77.15303,38.570225,71.150024,18.00051,-8.625959,-3.8484733,0.73832005,-78.14328,-12.227767,59.875175,-15.632786,-11.36277,1.5010852
177,-23.081144332885742,3.704798936843872,74.7964096069336,-1.635210442998906,5.908729603926039,-90.18831170311392,-9.007185,27.2406,9.811984,6.4237313,2.749988,-15.000033,-2.5994365,-19.707602,-10.902527,6.6792297,-5.8168116,15.000033,1.4911999,7.0215726,-0.59903306,13.372181,77.17683,38.58283,71.24091,17.999138,-8.6484585,-3.8086216,0.62455106,-78.12014,-11.946872,60.17013,-15.683848,-11.330429,1.5450723
178,-23.057804107666016,3.7109036445617676,74.80133819580078,-1.6127879906981069,6.016708204151719,-90.17758736206507,-9.135618,27.187078,9.810514,6.4178953,2.7523563,-15.000033,-2.702602,-19.750261,-10.916444,6.633128,-5.765168,15.000033,1.773985,6.934269,-0.60610735,13.3407135,77.18707,38.615723,71.33208,17.958315,-8.688302,-3.7780716,0.48855776,-78.09437,-11.658429,60.47132,-15.742601,-11.31588,1.5925133
179,-23.032413482666016,3.7188456058502197,74.80712127685547,-1.5872417315489278,6.131998683471278,-90.16476164149869,-9.276574,27.129004,9.807589,6.412803,2.7595906,-15.000033,-2.8174071,-19.79657,-10.931724,6.5893145,-5.708786,15.000033,2.0459757,6.844053,-0.6180519,13.370377,77.183464,38.685375,71.42297,17.918125,-8.731828,-3.7396781,0.21866812,-78.05409,-11.2361965,60.812046,-15.780198,-11.299283,1.6178621
180,-23.007863998413086,3.728741407394409,74.81166076660156,-1.5562629056548176,6.248707139491006,-90.1463527801328,-9.421874,27.062315,9.802503,6.403055,2.7752728,-15.000033,-2.930832,-19.850615,-10.951211,6.539458,-5.647941,15.000033,2.3246863,6.75861,-0.6176353,13.428152,77.15759,38.76347,71.50474,17.918144,-8.766785,-3.6802444,-0.038647763,-78.00757,-10.823482,61.134125,-15.760806,-11.265118,1.6224451
181,-22.989990234375,3.7452597618103027,74.81477355957031,-1.523149489728442,6.3640613201155904,-90.120897018906,-9.571096,26.991707,9.794158,6.3923235,2.79899,-15.000033,-3.0536277,-19.911871,-10.972586,6.5144567,-5.600709,15.000033,2.6056163,6.680147,-0.60776365,13.517714,77.103676,38.845547,71.57107,17.963673,-8.788704,-3.5768385,-0.30895922,-77.94661,-10.3875265,61.444897,-15.671325,-11.200154,1.5839982
