1.715203672647476196e-01,-8.364576846361160278e-02,7.393288612365722656e-01,-2.908130735158920288e-02,3.256824985146522522e-02,9.989586472511291504e-01,1.323497947305440903e-02,7.929067313671112061e-02,-6.362301763147115707e-03,1.000785455107688904e-01,7.676430046558380127e-03,-3.126837313175201416e-01,-3.169235959649085999e-02,5.268200114369392395e-02,-1.084051281213760376e-01,-1.025512889027595520e-01,5.502353981137275696e-02,-3.404357433319091797e-01,1.084896624088287354e-01,-2.105211168527603149e-01,-6.703308969736099243e-02,-6.488388776779174805e-02,4.414656665176153183e-03,2.588293850421905518e-01,-2.877081036567687988e-01,1.200863718986511230e+00,4.809976816177368164e-01,-5.804763734340667725e-02,-6.142835319042205811e-02,-4.724825546145439148e-02,-2.173165380954742432e-01,3.052959442138671875e-01,1.264979839324951172e+00,-4.075008034706115723e-01,1.936062984168529510e-02,8.489562571048736572e-02
1.740469187498092651e-01,-8.402963727712631226e-02,7.396978139877319336e-01,-3.213237598538398743e-02,3.133683651685714722e-02,9.989356994628906250e-01,1.062742527574300766e-02,6.993844360113143921e-02,-4.004059359431266785e-03,9.102531522512435913e-02,-7.601639663334935904e-05,-3.018126189708709717e-01,-2.776827104389667511e-02,3.372803330421447754e-02,-1.077023148536682129e-01,-1.019249111413955688e-01,7.166278362274169922e-02,-3.439553380012512207e-01,1.038602069020271301e-01,-2.117971777915954590e-01,-6.757216155529022217e-02,-3.244516998529434204e-02,-8.655623346567153931e-02,2.819887399673461914e-01,-2.722592353820800781e-01,1.256294250488281250e+00,4.675001204013824463e-01,-8.010876178741455078e-02,-1.044214814901351929e-01,-1.429962813854217529e-01,-2.326670885086059570e-01,2.914904356002807617e-01,1.318415164947509766e+00,-3.992315530776977539e-01,4.199415445327758789e-03,1.306329816579818726e-01
1.749130040407180786e-01,-8.441299945116043091e-02,7.397694587707519531e-01,-3.181910142302513123e-02,3.125663474202156067e-02,9.989567399024963379e-01,9.800367988646030426e-03,6.833989173173904419e-02,-4.610167350620031357e-03,8.916528522968292236e-02,5.591247463598847389e-04,-3.005386590957641602e-01,-2.770564518868923187e-02,3.014140203595161438e-02,-1.084325462579727173e-01,-1.023660749197006226e-01,7.760344445705413818e-02,-3.467234373092651367e-01,1.038521379232406616e-01,-2.092998176813125610e-01,-6.896173208951950073e-02,-1.689314283430576324e-02,-1.110875979065895081e-01,2.807368934154510498e-01,-2.669057548046112061e-01,1.272148251533508301e+00,4.651502668857574463e-01,-8.664795011281967163e-02,-1.080306991934776306e-01,-1.722166091203689575e-01,-2.326194643974304199e-01,2.884762287139892578e-01,1.333645939826965332e+00,-4.009408950805664062e-01,-6.123854109318926930e-05,1.343028098344802856e-01
1.757631897926330566e-01,-8.484184741973876953e-02,7.399251461029052734e-01,-3.211532905697822571e-02,3.129469603300094604e-02,9.989500045776367188e-01,9.389184415340423584e-03,6.555389612913131714e-02,-5.461420863866806030e-03,8.816592395305633545e-02,1.576722948811948299e-03,-2.997239530086517334e-01,-2.749781310558319092e-02,2.659041620790958405e-02,-1.093411445617675781e-01,-1.022991091012954712e-01,8.066792786121368408e-02,-3.477467596530914307e-01,1.042906418442726135e-01,-2.061133980751037598e-01,-6.975487619638442993e-02,-9.188885800540447235e-03,-1.181877553462982178e-01,2.774049639701843262e-01,-2.650397717952728271e-01,1.275891423225402832e+00,4.651597142219543457e-01,-8.871044963598251343e-02,-1.068369075655937195e-01,-1.839847266674041748e-01,-2.325953096151351929e-01,2.895686924457550049e-01,1.336885929107666016e+00,-4.040300846099853516e-01,-4.865861847065389156e-04,1.331914812326431274e-01
1.767835617065429688e-01,-8.532808721065521240e-02,7.401399016380310059e-01,-3.328687325119972229e-02,3.137978911399841309e-02,9.989105463027954102e-01,9.222965687513351440e-03,6.079130247235298157e-02,-6.461969576776027679e-03,8.772119134664535522e-02,2.435072558000683784e-03,-2.984392046928405762e-01,-2.728563547134399414e-02,2.135804668068885803e-02,-1.104467883706092834e-01,-1.019627973437309265e-01,8.264072239398956299e-02,-3.475603461265563965e-01,1.053245738148689270e-01,-2.026731371879577637e-01,-6.987018138170242310e-02,-3.393728751689195633e-03,-1.210159882903099060e-01,2.736122906208038330e-01,-2.647619545459747314e-01,1.274682164192199707e+00,4.662292301654815674e-01,-8.985149860382080078e-02,-1.054075062274932861e-01,-1.912564337253570557e-01,-2.333379685878753662e-01,2.920772731304168701e-01,1.335411667823791504e+00,-4.079944193363189697e-01,-9.276826312998309731e-05,1.316480636596679688e-01
1.780315637588500977e-01,-8.587789535522460938e-02,7.404148578643798828e-01,-3.516403585672378540e-02,3.146878257393836975e-02,9.988443255424499512e-01,9.123343974351882935e-03,5.407274514436721802e-02,-7.573197130113840103e-03,8.746695518493652344e-02,3.482881700620055199e-03,-2.967675924301147461e-01,-2.706364728510379791e-02,1.455919444561004639e-02,-1.117244437336921692e-01,-1.015854775905609131e-01,8.394628018140792847e-02,-3.464992642402648926e-01,1.068603545427322388e-01,-1.991814821958541870e-01,-6.939942389726638794e-02,2.870566444471478462e-03,-1.231008097529411316e-01,2.696339786052703857e-01,-2.656352519989013672e-01,1.270796298980712891e+00,4.678651988506317139e-01,-9.130002558231353760e-02,-1.041618958115577698e-01,-1.973841786384582520e-01,-2.348562777042388916e-01,2.951774001121520996e-01,1.331452012062072754e+00,-4.130333662033081055e-01,-1.076976914191618562e-04,1.295157074928283691e-01
1.795720458030700684e-01,-8.649149537086486816e-02,7.407733201980590820e-01,-3.770773485302925110e-02,3.153384849429130554e-02,9.987516403198242188e-01,8.885480463504791260e-03,4.505246505141258240e-02,-8.810750208795070648e-03,8.696117252111434937e-02,5.275017581880092621e-03,-2.949120104312896729e-01,-2.656207047402858734e-02,6.041356828063726425e-03,-1.131957843899726868e-01,-1.013785600662231445e-01,8.502794057130813599e-02,-3.448638021945953369e-01,1.086001917719841003e-01,-1.959207057952880859e-01,-6.846218556165695190e-02,1.074666250497102737e-02,-1.255835741758346558e-01,2.658208012580871582e-01,-2.677921652793884277e-01,1.264899849891662598e+00,4.690383970737457275e-01,-9.344057738780975342e-02,-1.032847985625267029e-01,-2.035333514213562012e-01,-2.369966208934783936e-01,2.986575067043304443e-01,1.325784087181091309e+00,-4.182171225547790527e-01,-1.057191868312656879e-03,1.265951693058013916e-01
1.815202236175537109e-01,-8.717053383588790894e-02,7.412564754486083984e-01,-4.092504084110260010e-02,3.155920654535293579e-02,9.986286759376525879e-01,8.362853899598121643e-03,3.314093127846717834e-02,-1.023490168154239655e-02,8.586239814758300781e-02,8.603659458458423615e-03,-2.931295335292816162e-01,-2.519635856151580811e-02,-4.899081308394670486e-03,-1.149625331163406372e-01,-1.014295667409896851e-01,8.705377578735351562e-02,-3.431506156921386719e-01,1.101247742772102356e-01,-1.930691152811050415e-01,-6.729284673929214478e-02,2.122951112687587738e-02,-1.291577517986297607e-01,2.626855969429016113e-01,-2.715171277523040771e-01,1.257015109062194824e+00,4.688080549240112305e-01,-9.635148197412490845e-02,-1.030287668108940125e-01,-2.104392051696777344e-01,-2.394968271255493164e-01,3.024778366088867188e-01,1.318586111068725586e+00,-4.221604168415069580e-01,-3.082342911511659622e-03,1.232653334736824036e-01
1.840746998786926270e-01,-8.791271597146987915e-02,7.419037222862243652e-01,-4.470193013548851013e-02,3.154990449547767639e-02,9.984740018844604492e-01,7.487519178539514542e-03,1.746341772377490997e-02,-1.192293222993612289e-02,8.396648615598678589e-02,1.519724912941455841e-02,-2.920860052108764648e-01,-2.197691425681114197e-02,-1.959183253347873688e-02,-1.172758340835571289e-01,-1.017705276608467102e-01,9.271988272666931152e-02,-3.424045741558074951e-01,1.110331341624259949e-01,-1.905522644519805908e-01,-6.634201109409332275e-02,3.586755692958831787e-02,-1.346085816621780396e-01,2.608053088188171387e-01,-2.767894864082336426e-01,1.246789932250976562e+00,4.668648838996887207e-01,-1.000371724367141724e-01,-1.033604517579078674e-01,-2.187635749578475952e-01,-2.421714514493942261e-01,3.065512478351593018e-01,1.309411287307739258e+00,-4.245950579643249512e-01,-6.013056728988885880e-03,1.201250106096267700e-01
1.879867315292358398e-01,-8.880641311407089233e-02,7.428610324859619141e-01,-4.957090690732002258e-02,3.242180868983268738e-02,9.982241392135620117e-01,6.338396575301885605e-03,-3.101211972534656525e-03,-1.613180711865425110e-02,8.159045875072479248e-02,2.418525889515876770e-02,-2.931669056415557861e-01,-1.254979800432920456e-02,-4.190202802419662476e-02,-1.228090524673461914e-01,-1.035621836781501770e-01,1.042840927839279175e-01,-3.435558974742889404e-01,1.129524037241935730e-01,-1.874825805425643921e-01,-6.782723218202590942e-02,6.176579743623733521e-02,-1.509165167808532715e-01,2.652255296707153320e-01,-2.882286906242370605e-01,1.232282161712646484e+00,4.400266110897064209e-01,-1.013021171092987061e-01,-1.082769855856895447e-01,-2.371837645769119263e-01,-2.485263645648956299e-01,3.182705342769622803e-01,1.296336174011230469e+00,-4.201908409595489502e-01,-2.168268838431686163e-04,1.120130345225334167e-01
